ID,姓,名,简要,演义,历史,剧本,势力颜色,兵种列表
238,,,会稽太守·王朗的武将。周昂之兄。,与进军江东的孙策军的首战中曾和黄盖战鬥。之後，由於中了孙策的计谋同颜白虎出城之际，被埋伏的孙策给一击杀死。,拜陈蕃为师研究学问，对於风水还有预知灾害相当拿手。为丹阳太守，当败给董卓军徐荣的曹操在扬州募兵时，曾同扬州刺史·陈温予以援助。之後，被袁术所派遣的吴景夺走丹阳，便投靠会稽太守·王朗。孙策进攻会稽郡时，迎击败北而遭杀害。,,52,0 1 2 29 30 
239,,,袁绍的武将，周昕之弟。,没有记载。,奉袁绍的命令攻陷阳城（受袁术的指示跟董卓相战的孙策的据点）。当袁术派遣孙坚和公孙越反击时，杀了前来迎击的公孙越。後为九江太守，却被袁术军的孙贲攻击，战败於阴陵。,,52,0 1 2 29 30 
240,,,晋国武将。,２７９年，晋国发起吴国讨伐战时，在杜预的指挥下参战。江陵之战时率领八百水军在巴山埋伏，杀了因败给杜预而逃亡的孙歆。接著也和攻打前来的张悌、沈莹、诸葛靓等军战鬥，在乱战之中，杀掉沈莹为晋军取得勝利。,没有记载。,,52,0 1 2 29 30 
241,,,黄巾大将·张宝的武将，後改仕关羽。,黄巾之乱後成为卧牛山的山贼时，遇见关羽便臣服於下。之後常与关羽共同行动，在关羽的指挥下防守荆州。在要求退还荆州的鲁肃和关羽会面时担任护卫，运用機智结束了这场会面。之後和于禁、庞德在襄阳一战时，被庞德打落水中而受俘。当关羽战死麦城时，也随之自杀身亡。,没有记载。虽是捏造的人物却在多数的民间故事中有登场。在绘画中，常见於同关平被绘在关羽的左右。,,52,0 1 2 29 30 
242,,,吴国武将，扬子江的江贼。周平之兄。,和同为江贼的蒋钦支持孙策，並被孙策所登庸。追随孙权防守宣城时被山贼袭击，虽全身受到枪伤依然将孙权救出。在之後的赤壁之战、合淝攻防战、夷陵之战中皆以主力将参战。特别是２１５年的合淝攻防战，救出受魏军包围的孙权和徐盛，並被孙权赐与青绢伞。,成为濡须督时，麾下的朱然、徐盛等人有所微词，但在孙权指著周泰一个又一个的伤痕並叙述其功绩时，才使朱然等人心服口服。,,52,0 1 2 29 30 
243,,,魏国兖州刺史。和邓艾是同州出身的同辈。,当诸葛诞在寿春起义时，加入司马昭所领的镇压军担任右翼。在吴国朱異以诸葛诞援军前来救援时，在钟会的计策下，被所释放的牛马冲撞的吴国士兵混乱之际，和石苞夹击击退。,被荆州刺史的裴潜任用。数度被派遣为使者前访进驻在宛的司马懿，成为司马懿的知己。在司马懿讨伐孟达时担任先行部队。後来历任兖州、豫州刺史，成为征虏将军统括江南的军事。,,52,0 1 2 29 30 
244,,,吴国鄱阳太守。周处之父。,２２８年，向魏国的曹休诈降，叙述灭吴的七项理由使其发起吴国讨伐军。进入皖城的曹休曾一度懷疑此为计谋，於是周鲂切断自己的发髻以得曹休的信任。之後进入石亭的曹休大败给了陆逊。,将写满对吴国不满的七封书信送往魏国，被懷疑是内奸而断然剃发。聽到此事的曹休相信周鲂的投降。在石亭击破曹休後，成为裨将军。治理鄱阳１３年，留下了優秀的政绩。,,52,0 1 2 29 30 
245,,,孙策的义兄弟，其妻为小乔。扬州的名士。,协助孙策的江东进军战。孙策临死时，留下了如有国家大事务必找周瑜商讨的遗言。孙策死後服侍孙权，並推举了鲁肃。曹操进攻江东时，主张和刘备军结盟抗战。任大都督率领孙权军，在赤壁之战大破曹操军。之後，进军曹操军所在的江陵时，苦战於曹任並且负伤。最後江陵被诸葛亮夺走，便在苦闷之中去世。,与诸葛亮的谋略战和气量狭小是演义中的虚構情节。赤壁之战的勝利和委让荆州南部给刘备军，皆由周瑜所主导。,,52,0 1 2 29 30 
246,,,吴国武将，朱異之父。「吴之四姓」的朱家之後。,孙策死後，受到孙权的招揽。夷陵之战後，曹丕进攻吴国时，在濡须迎击曹仁。以空城计引诱曹仁军，击破诸葛虔、王双，並且杀了常雕。在石亭之战童同全琮成为陆逊军的都督，大勝曹休军並杀死张普。,在镇压山越叛乱时表现活跃，接受周泰之後成为濡须督。孙权即帝位後成为前将军、青州牧。自视甚高厌恶他人的指使。曾发生因作战方式和全琮对立，便任性返回建业一事。,,52,0 1 2 29 30 
247,,,吴国武将，朱桓的同族。「吴之四姓」的朱家之後。,没有记载。,被孙权期待为吕蒙、张温的继承人。在孙权即位後为左将军，並迎娶孙权之女·孙鲁育，後晋升为骠骑将军。但在太子·孙和与鲁王·孙霸争夺孙权後继之位时，因支持孙和而向孙权直言时招致孙权大怒。被左迁至新都郡丞，在孙权卧病在床时被孙弘所发出的假诏令命其自杀。,,52,0 1 2 29 30 
248,,,南蛮王·孟获之妻。带来洞主之姐。古代南方火神·祝融的末裔。使用飞刀的名手。,诸葛亮南征时丈夫数次被捕，便愤而出阵。虽以单挑战勝並捕捉了蜀国张嶷和马忠，却败给魏延和赵雲而受俘。同其丈夫不願向诸葛亮投降，最後以张嶷、马忠为人质交换被释放。之後虽同丈夫数次被捕，但仍坚持不肯屈服。当孟获第七次被抓，终於对诸葛亮心服口服後，也跟丈夫一起投降。,没有记载。,,52,0 1 2 29 30 
249,,,东汉官僚。,张角掀起黄巾之乱时，奉何进的命令同卢植、皇甫嵩担任镇压。得曹操、刘备、孙坚等人所助击破张宝，对镇压叛乱有所贡献。因此成为车骑将军、河南尹，却因拒绝向宦官行贿而遭罢免。董卓死後，李傕和郭汜掌握政权时被招为太僕。後来为了劝解关係交恶的李傕和郭汜而被逮捕。在释放後病死。,黄巾之乱中招孙坚加入指挥之下，因勇於奋战，在黄巾之乱平定後提升了孙坚。反对董卓迁都长安。,,52,0 1 2 29 30 
250,,,吴国武将。原名施然，为朱治的养子。,在吕蒙进攻荆州的关羽时从军。为关羽復仇而进攻荆州的刘备来袭时，虽同孙桓迎击，却因蜀国吴班的计谋使副将崔禹被杀迫使暂且撤退。在重新指挥迎击的陆逊的命令下进行火攻，追击战败而逃的刘备。但却被赵雲所阻挡並一击刺死。,夷陵之战後，击退魏国夏侯尚等人守住江陵。同孙权为共勉学问的夥伴，在陆逊死後成为吴国的重镇。官升左大司马、右军师。,,52,0 1 2 29 30 
251,,,吴国武将。将其姐之子·朱然收为养子。,从孙坚时代就为吴国效命。孙坚死後，向袁术保护下的孙策劝说进军江东並且自立。在孙策压制住吴郡时就任吴郡太守。在赤壁之战中同吕範担任四方巡警使。,２０２年，孙权时代为吴郡太守，平定山越和黄巾残黨的陈败和万秉等人。２２３年成为安国将军。在孙权成为吴王之後，朱治前来晋见孙权时，也受到孙权亲自迎接的礼遇。此外，喜怒形於色的个性常受到孙翊的劝告。,,52,0 1 2 29 30 
252,,,蜀国武将，牂牁太守。,２２５年，响应孟获和雍闓所掀起的反叛，並同高定进攻永昌郡。迎击镇压叛乱前来的诸葛亮，却被中了诸葛亮的離间计的高定所诱而出，最後被高定所属的颚焕所杀。,刘禅即位後的２２３年，益州郡的雍闓和越巂郡的高定等人同时掀起反叛。２２５年，反叛受到诸葛亮的镇压。,,52,0 1 2 29 30 
253,,,原为袁绍的武将，後改仕曹操。,受曹操所命，同路昭加入为讨伐袁术而进入徐州的刘备军。袁术死後，将士兵交给企图自立的刘备而返。为此举曹操大怒，但在荀彧的说情下才逃过一死。渭水一战中同徐晃渡黄河为伏兵，取得夹击马超的攻势。,在曹操进攻陶谦被袁绍以援军派遣前去时，见曹操是位名君，便就此改仕曹操。但却因为和曹操个性不和，曾被褫夺兵权成为于禁的部下。在曹丕时代升为後将军。,,52,0 1 2 29 30 
254,,,曹操的参谋。荀昆之子，荀攸的伯父。原是袁绍的部下。,加入为平定兖州黄巾残黨而在招募人才的曹操阵营，被评为有如张良一般的人物。被吕布夺去兖州时，同程昱死守三县。曾向曹操进言保护脱離李傕的献帝，以及鼓励官渡之战後因居劣势而丧气的曹操等，以第一谋臣支持著曹操军。但却因反对曹操就任魏公而引起曹操不满，受曹操送来一食器，内空无一物（即已经没有用的意思），於是服毒自尽。,出自三公名门之後。被评为辅佐王者之才。,,52,0 1 2 29 30 
255,,,东汉官吏，後改仕袁绍。,在何进暗杀混乱当中，脱離而出的少帝和陈留王返回时，曾前往迎接。後来服侍袁绍並参加官渡之战。成为守护乌巢的兵粮基地的大将。但由於生性嗜酒，在烂醉如泥时遭曹操军奇袭成了俘虏。之後虽平安地回到袁绍身边，却被盛怒的袁绍给砍死。,黄巾之乱後，同蹇硕、袁绍、曹操等人被任命为西园八校尉。在乌巢和曹操军奋战後被捕，因拒降为曹操所惋惜而处斩。,,52,0 1 2 29 30 
256,,,魏国尚书。荀彧的四子，陈泰之舅。,司马昭杀了曹髦之後，前去召唤拒绝进宫的陈泰时，被陈泰感叹言道「义父大人难道成为比我还不如的人了吗」。後为司空，在成为晋王的司马昭苦恼选择继承者时，便以遵从长幼有序的伦理推举了司马炎。,被司马懿评为「果然不愧为荀彧之子」。因讨伐毌丘俭有功成为司空。以晋的建国功臣晋升侍中、太尉，並受封为临淮公。博学多闻並熟知三礼经通朝廷礼仪。和何曾並称为至仁至孝之人。,,52,0 1 2 29 30 
257,,,魏国从事中郎。,当蜀国姜维在沓中屯田时，反对主张暗杀姜维的贾充，而以蜀国宫廷腐败为由主张军事攻击。进言以邓艾为主将，锺会为副将发起蜀国讨伐军，被司马昭採用。之後改仕晋国，在羊祜上奏进行吴国讨伐战时，同贾充、冯紞共谏司马炎，使作战中止。,在晋国历任侍中、尚书令，和贾充等人制定晋律。此外还跟张华整理古书，将其分为经、子、史、集四类。,,52,0 1 2 29 30 
258,,,冀州牧·韩馥的幕僚，荀彧之弟。後改仕袁绍。,接到公孙瓒进攻冀州的报告的韩馥欲招揽袁绍之时，同辛评共策善後计劃。之後就顺势侍奉进入冀州的袁绍。在官渡之战前，当袁绍询问幕僚们是否与曹操开战时，建议交战，使袁绍决定和曹操一决勝负。,一开始就是袁绍的幕僚。说服韩馥将冀州让给袁绍。在「魏书」中为荀彧之弟，在「荀氏家传」中却是荀彧之兄。,,52,0 1 2 29 30 
259,,,曹操的幕僚。虽是荀彧的外甥，但比荀彧年长六岁。,在何进政权下担任黄门侍郎。回乡之後同荀彧服侍曹操。在下邳包围吕布时，向考虑撤退的曹操进言速攻之策。之後在官渡、赤壁、渭水之战时从军献策。在王粲等人提议曹操就任魏王时，以没有名分为由而反对。得知曹操为此事大怒之後，病死。因此就任魏王一事也就此作罢。,在讨伐孙权的途中病死，曹操每当提到此事时便流泪。並没有荀攸反对曹操即位的记载，也不见和曹操关係恶化一事的叙述。,,52,0 1 2 29 30 
260,,,诸葛诞的武将。後改仕司马昭。,和反叛司马招的诸葛诞共同死守寿春城。受司马昭军围城时，和同僚蒋班共主张早期决战。但却被诸葛诞拒绝，和蒋班双双逃城而出向司马昭投降。,同蒋班主张在城外决战，但文钦却主张笼城战策，加上诸葛诞意图杀害蒋班，於是两人一同出城投降。,,52,0 1 2 29 30 
261,,,魏国重臣·锺繇之子，锺会之兄。,八岁时，同锺会拜见曹丕时，与怡然自得的锺会相比之下，锺毓则是满头大汗显得相当惶恐。,在诸葛亮进军祁山时，劝谏想亲自迎击的曹叡。之後在曹爽远征蜀国时，因炎夏暑热陷入苦战之际建议撤兵。之外也上奏希望能减轻农民的税赋以振兴农业，考虑人民的劳苦而不断献策。之後历任御史中丞、侍中、廷尉、尚书、青州刺史，後来统括徐州和荆州的军事。,,52,0 1 2 29 30 
262,,,蜀国官僚。和诸葛亮、费禕、董允並称「蜀国四相」。,刘备在益州苦战刘璋时，与诸葛亮同行前往益州。追随诸葛亮压制南蛮，街亭之战时劝谏欲将马谡斩首的诸葛亮。之後在诸葛亮北伐期间，在成都致力於後方支援。诸葛亮死後由遗言被指定为继承者，成为丞相、大将军录尚书事。,诸葛亮死後只有蒋琬一人没有动摇。在魏国公孙渊反叛时，趁機拟定计劃从汉中派水军袭击魏兴、上庸，却因病而放弃。,,52,0 1 2 29 30 
263,,,魏国重臣·锺繇的么子，锺毓之弟。,在司马师讨伐毌丘俭、司马昭讨伐诸葛诞时从军。适当时機时献上适当策略，被司马昭喻为张良。２６３年同邓艾共指挥蜀国讨伐战，攻下汉中並把姜维包围在剑阁。之後在邓艾攻陷成都灭掉蜀国後，被邓艾加上莫须有的反叛罪名而被逮捕。之後和企图復兴蜀国的姜维共计自立，被原为指挥下的胡渊、卫瓘所袭击，同姜维双双被斩杀。,在蜀国禁止士兵掠夺，並敬重原蜀国之臣，以仿邓艾笔迹送出不敬的上奏文，而被懷疑为有谋反的意图。,,44,0 1 2 29 30 
